"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0200000;"DOLNOŚLĄSKIE";"maj";"ser dojrzewający - za 1kg";"cena";"2010";18,15;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"ser dojrzewający - za 1kg";"cena";"2011";19,77;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"jaja kurze świeże - za 1szt";"cena";"2010";0,48;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"jaja kurze świeże - za 1szt";"cena";"2011";0,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"margaryna - za 400 g";"cena";"2010";3,10;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"margaryna - za 400 g";"cena";"2011";3,40;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";170,71;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";167,71;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"pasta do zębów - za 125ml";"cena";"2010";9,09;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"pasta do zębów - za 125ml";"cena";"2011";9,67;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";13,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";14,54;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"ser dojrzewający - za 1kg";"cena";"2010";18,02;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"ser dojrzewający - za 1kg";"cena";"2011";19,85;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"jaja kurze świeże - za 1szt";"cena";"2010";0,48;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"jaja kurze świeże - za 1szt";"cena";"2011";0,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"margaryna - za 400 g";"cena";"2010";3,14;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"margaryna - za 400 g";"cena";"2011";3,51;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";170,71;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";167,71;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"pasta do zębów - za 125ml";"cena";"2010";9,23;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"pasta do zębów - za 125ml";"cena";"2011";9,70;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";13,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";14,56;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"ser dojrzewający - za 1kg";"cena";"2010";18,36;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"ser dojrzewający - za 1kg";"cena";"2011";19,97;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"jaja kurze świeże - za 1szt";"cena";"2010";0,47;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"jaja kurze świeże - za 1szt";"cena";"2011";0,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"margaryna - za 400 g";"cena";"2010";3,06;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"margaryna - za 400 g";"cena";"2011";3,52;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";168,12;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";167,71;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"pasta do zębów - za 125ml";"cena";"2010";9,15;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"pasta do zębów - za 125ml";"cena";"2011";11,25;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";13,49;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";14,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"ser dojrzewający - za 1kg";"cena";"2010";18,06;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"ser dojrzewający - za 1kg";"cena";"2011";20,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"jaja kurze świeże - za 1szt";"cena";"2010";0,47;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"jaja kurze świeże - za 1szt";"cena";"2011";0,47;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"margaryna - za 400 g";"cena";"2010";3,09;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"margaryna - za 400 g";"cena";"2011";3,41;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";168,12;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";167,71;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"pasta do zębów - za 125ml";"cena";"2010";9,03;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"pasta do zębów - za 125ml";"cena";"2011";9,99;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";13,82;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";14,83;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"ser dojrzewający - za 1kg";"cena";"2010";17,88;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"ser dojrzewający - za 1kg";"cena";"2011";19,81;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"jaja kurze świeże - za 1szt";"cena";"2010";0,47;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"jaja kurze świeże - za 1szt";"cena";"2011";0,48;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"margaryna - za 400 g";"cena";"2010";3,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"margaryna - za 400 g";"cena";"2011";3,39;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";174,37;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";173,88;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"pasta do zębów - za 125ml";"cena";"2010";9,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"pasta do zębów - za 125ml";"cena";"2011";0,00;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";13,75;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";15,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"ser dojrzewający - za 1kg";"cena";"2010";18,39;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"ser dojrzewający - za 1kg";"cena";"2011";20,38;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"jaja kurze świeże - za 1szt";"cena";"2010";0,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"jaja kurze świeże - za 1szt";"cena";"2011";0,47;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"margaryna - za 400 g";"cena";"2010";3,15;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"margaryna - za 400 g";"cena";"2011";3,40;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";166,88;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";175,04;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"pasta do zębów - za 125ml";"cena";"2010";9,34;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"pasta do zębów - za 125ml";"cena";"2011";0,00;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";13,41;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";15,29;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"ser dojrzewający - za 1kg";"cena";"2010";18,53;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"ser dojrzewający - za 1kg";"cena";"2011";19,52;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"jaja kurze świeże - za 1szt";"cena";"2010";0,47;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"jaja kurze świeże - za 1szt";"cena";"2011";0,47;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"margaryna - za 400 g";"cena";"2010";3,15;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"margaryna - za 400 g";"cena";"2011";3,47;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";164,00;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";176,71;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"pasta do zębów - za 125ml";"cena";"2010";9,25;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"pasta do zębów - za 125ml";"cena";"2011";0,00;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";13,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";15,51;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"ser dojrzewający - za 1kg";"cena";"2010";18,79;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"ser dojrzewający - za 1kg";"cena";"2011";19,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"jaja kurze świeże - za 1szt";"cena";"2010";0,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"jaja kurze świeże - za 1szt";"cena";"2011";0,49;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"margaryna - za 400 g";"cena";"2010";3,25;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"margaryna - za 400 g";"cena";"2011";3,36;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";164,00;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";176,71;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"pasta do zębów - za 125ml";"cena";"2010";9,15;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"pasta do zębów - za 125ml";"cena";"2011";0,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";13,51;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";13,41;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"ser dojrzewający - za 1kg";"cena";"2010";17,73;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"ser dojrzewający - za 1kg";"cena";"2011";19,69;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"jaja kurze świeże - za 1szt";"cena";"2010";0,46;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"jaja kurze świeże - za 1szt";"cena";"2011";0,43;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"margaryna - za 400 g";"cena";"2010";3,29;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"margaryna - za 400 g";"cena";"2011";3,14;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";173,49;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";172,92;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"pasta do zębów - za 125ml";"cena";"2010";7,94;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"styczeń";"pasta do zębów - za 125ml";"cena";"2011";8,25;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";13,18;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";13,10;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"ser dojrzewający - za 1kg";"cena";"2010";17,90;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"ser dojrzewający - za 1kg";"cena";"2011";19,53;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"jaja kurze świeże - za 1szt";"cena";"2010";0,46;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"jaja kurze świeże - za 1szt";"cena";"2011";0,42;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"margaryna - za 400 g";"cena";"2010";3,22;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"margaryna - za 400 g";"cena";"2011";3,09;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";173,49;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";172,92;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"pasta do zębów - za 125ml";"cena";"2010";7,98;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"luty";"pasta do zębów - za 125ml";"cena";"2011";8,44;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";12,86;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";13,40;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"ser dojrzewający - za 1kg";"cena";"2010";18,03;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"ser dojrzewający - za 1kg";"cena";"2011";19,79;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"jaja kurze świeże - za 1szt";"cena";"2010";0,47;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"jaja kurze świeże - za 1szt";"cena";"2011";0,43;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"margaryna - za 400 g";"cena";"2010";3,07;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"margaryna - za 400 g";"cena";"2011";3,30;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";176,46;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";171,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"pasta do zębów - za 125ml";"cena";"2010";8,09;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"marzec";"pasta do zębów - za 125ml";"cena";"2011";8,20;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";12,76;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";13,36;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"ser dojrzewający - za 1kg";"cena";"2010";18,16;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"ser dojrzewający - za 1kg";"cena";"2011";19,99;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"jaja kurze świeże - za 1szt";"cena";"2010";0,47;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"jaja kurze świeże - za 1szt";"cena";"2011";0,42;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"margaryna - za 400 g";"cena";"2010";3,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"margaryna - za 400 g";"cena";"2011";3,24;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";176,08;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";166,69;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"pasta do zębów - za 125ml";"cena";"2010";8,03;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"kwiecień";"pasta do zębów - za 125ml";"cena";"2011";8,10;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";12,95;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";13,80;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"ser dojrzewający - za 1kg";"cena";"2010";18,10;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"ser dojrzewający - za 1kg";"cena";"2011";19,83;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"jaja kurze świeże - za 1szt";"cena";"2010";0,47;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"jaja kurze świeże - za 1szt";"cena";"2011";0,42;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"margaryna - za 400 g";"cena";"2010";3,19;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"margaryna - za 400 g";"cena";"2011";3,19;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2010";175,46;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"półbuty damskie skórzane na podeszwie nieskórzanej - za 1parę";"cena";"2011";169,46;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"pasta do zębów - za 125ml";"cena";"2010";7,91;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"pasta do zębów - za 125ml";"cena";"2011";8,20;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2010";13,27;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"mięso wieprzowe z kością (schab środkowy) - za 1kg";"cena";"2011";13,63;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"ser dojrzewający - za 1kg";"cena";"2010";18,36;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"ser dojrzewający - za 1kg";"cena";"2011";19,80;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"jaja kurze świeże - za 1szt";"cena";"2010";0,48;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"jaja kurze świeże - za 1szt";"cena";"2011";0,42;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"margaryna - za 400 g";"cena";"2010";3,05;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"margaryna - za 400 g";"cena";"2011";3,26;"zł";"";
